Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time.1,Playing Time.2,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,Unnamed: 33_level_0,Season,Team_Scraping,Playing Time.3
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Haydon Roberts,eng ENG,DF,17,1,1,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,,Matches,2019-2020,Brighton,
Jürgen Locadia,cw CUW,"FW,MF",25,2,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,2019-2020,Brighton,
Teddy Jenks,eng ENG,MF,17,1,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2019-2020,Brighton,
Florin Andone,ro ROU,FW,26,3,1,73.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4,0.4,0.1,0.4,2.0,0.0,4.0,1.23,0.0,1.23,1.23,1.23,0.45,0.06,0.51,0.45,0.51,Matches,2019-2020,Brighton,
Ryan Longman,eng ENG,"FW,MF",18,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2019-2020,Brighton,
Romaric Yapi,fr FRA,DF,19,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2019-2020,Brighton,
Jack Spong,eng ENG,MF,17,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2019-2020,Brighton,
Jordan Davies,wls WAL,"DF,MF",20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2019-2020,Brighton,
Bojan Radulovic,rs SRB,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2019-2020,Brighton,
Max Sanders,eng ENG,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2019-2020,Brighton,
Warren O'Hora,ie IRL,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2019-2020,Brighton,
Soufyan Ahannach,nl NED,"FW,MF",23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2019-2020,Brighton,
Jason Steele,eng ENG,GK,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2019-2020,Brighton,
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Joris Chotard,fr FRA,MF,19,38,35,3115.0,34.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,0.7,1.6,5.0,91.0,20.0,0.03,0.03,0.06,0.03,0.06,0.03,0.02,0.05,0.03,0.05,Matches,2021-2022,Montpellier,
Jordan Ferri,fr FRA,MF,29,36,35,3091.0,34.3,0.0,3.0,3.0,0.0,0.0,0.0,13.0,1.0,0.3,0.3,3.4,3.7,78.0,290.0,43.0,0.0,0.09,0.09,0.0,0.09,0.01,0.11,0.12,0.01,0.12,Matches,2021-2022,Montpellier,
Nicolas Cozza,fr FRA,DF,22,37,34,2961.0,32.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,1.6,1.6,0.6,2.1,47.0,78.0,38.0,0.06,0.06,0.12,0.06,0.12,0.05,0.02,0.07,0.05,0.07,Matches,2021-2022,Montpellier,
Florent Mollet,fr FRA,"FW,MF",29,38,35,2888.0,32.1,6.0,2.0,8.0,6.0,0.0,0.0,7.0,0.0,4.3,4.3,2.7,6.9,48.0,114.0,162.0,0.19,0.06,0.25,0.19,0.25,0.15,0.09,0.24,0.15,0.24,Matches,2021-2022,Montpellier,
Mamadou Sakho,fr FRA,DF,31,32,32,2845.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.2,7.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,2021-2022,Montpellier,
Jonas Omlin,ch SUI,GK,27,29,29,2587.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Montpellier,
Téji Savanier,fr FRA,MF,29,31,30,2573.0,28.6,9.0,7.0,16.0,5.0,4.0,5.0,9.0,2.0,7.1,3.9,5.9,9.8,59.0,183.0,122.0,0.31,0.24,0.56,0.17,0.42,0.26,0.22,0.48,0.15,0.37,Matches,2021-2022,Montpellier,
Arnaud Souquet,fr FRA,DF,29,37,29,2527.0,28.1,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,1.4,1.9,68.0,78.0,118.0,0.04,0.11,0.14,0.04,0.14,0.02,0.05,0.07,0.02,0.07,Matches,2021-2022,Montpellier,
Stephy Mavididi,eng ENG,"FW,MF",23,31,27,2322.0,25.8,8.0,3.0,11.0,8.0,0.0,0.0,5.0,0.0,7.6,7.6,3.3,10.8,74.0,34.0,182.0,0.31,0.12,0.43,0.31,0.43,0.3,0.13,0.42,0.3,0.42,Matches,2021-2022,Montpellier,
Valère Germain,fr FRA,FW,31,36,24,2124.0,23.6,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,4.4,4.4,2.9,7.3,9.0,36.0,95.0,0.17,0.13,0.3,0.17,0.3,0.2,0.13,0.33,0.2,0.33,Matches,2021-2022,Montpellier,
Mihailo Ristić,rs SRB,DF,25,31,21,1983.0,22.0,2.0,3.0,5.0,2.0,0.0,0.0,3.0,1.0,0.5,0.5,1.3,1.8,53.0,76.0,86.0,0.09,0.14,0.23,0.09,0.23,0.02,0.07,0.09,0.02,0.09,Matches,2021-2022,Montpellier,
Elye Wahi,fr FRA,FW,18,36,23,1952.0,21.7,10.0,1.0,11.0,10.0,0.0,0.0,2.0,0.0,7.8,7.8,0.9,8.8,24.0,12.0,100.0,0.46,0.05,0.51,0.46,0.51,0.4,0.05,0.45,0.4,0.45,Matches,2021-2022,Montpellier,
Maxime Estève,fr FRA,DF,19,24,20,1857.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.2,1.1,12.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,2021-2022,Montpellier,
Junior Sambia,fr FRA,"DF,FW",24,33,18,1721.0,19.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.6,1.6,0.7,2.2,54.0,52.0,108.0,0.05,0.0,0.05,0.05,0.05,0.09,0.04,0.13,0.09,0.13,Matches,2021-2022,Montpellier,
Dimitry Bertaud,cd COD,GK,23,14,12,1103.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Montpellier,
Matheus Thuler,br BRA,DF,22,18,11,947.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.0,0.1,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2021-2022,Montpellier,
Léo Leroy,fr FRA,MF,21,26,9,806.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,4.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,2021-2022,Montpellier,
Ambroise Oyongo,cm CMR,DF,30,12,8,736.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,11.0,18.0,26.0,0.12,0.0,0.12,0.12,0.12,0.03,0.03,0.06,0.03,0.06,Matches,2021-2022,Montpellier,
Nicholas Gioacchini,us USA,"FW,MF",21,31,5,658.0,7.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.8,2.3,8.0,9.0,38.0,0.0,0.27,0.27,0.0,0.27,0.26,0.15,0.41,0.26,0.41,Matches,2021-2022,Montpellier,
Béni Makouana,cg CGO,"FW,MF",18,25,1,346.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.5,1.0,10.0,2.0,24.0,0.26,0.0,0.26,0.26,0.26,0.14,0.15,0.29,0.14,0.29,Matches,2021-2022,Montpellier,
Gaëtan Laborde,fr FRA,FW,27,4,4,341.0,3.8,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,0.5,2.1,7.0,7.0,25.0,0.79,0.0,0.79,0.79,0.79,0.43,0.13,0.57,0.43,0.57,Matches,2021-2022,Montpellier,
Rémy Cabella,fr FRA,"MF,FW",31,5,3,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,18.0,34.0,41.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.25,0.08,0.25,Matches,2021-2022,Montpellier,
Andy Delort,dz ALG,FW,29,3,3,269.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.8,2.2,0.0,7.0,17.0,0.67,0.33,1.0,0.67,1.0,0.45,0.28,0.73,0.45,0.73,Matches,2021-2022,Montpellier,
Sacha Delaye,fr FRA,"MF,FW",19,11,3,266.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,1.2,2.0,8.0,13.0,0.0,0.34,0.34,0.0,0.34,0.04,0.37,0.42,0.04,0.42,Matches,2021-2022,Montpellier,
Yanis Guermouche,fr FRA,"MF,FW",20,4,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Montpellier,
Pedro Mendes,pt POR,DF,30,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches,2021-2022,Montpellier,
Enzo Tchato,cm CMR,FW,18,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Montpellier,
Thibaut Vargas,fr FRA,"DF,MF",21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Montpellier,
Petar Škuletić,rs SRB,FW,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Montpellier,
Redouane Halhal,ma MAR,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Montpellier,
Mathías Suárez,uy URU,DF,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Montpellier,
Matis Carvalho,pt POR,GK,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Montpellier,
Gabriel Bares,ch SUI,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Montpellier,
Marius Ros,fr FRA,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Montpellier,
Ibrahima Bakayoko,fr FRA,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Montpellier,
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Remo Freuler,ch SUI,MF,25,46,44,3992.0,44.4,6.0,3.0,9.0,6.0,0.0,0.0,6.0,1.0,5.4,5.4,4.3,9.7,88.0,318.0,93.0,0.14,0.07,0.2,0.14,0.2,0.13,0.1,0.23,0.13,0.23,Matches,2017-2018,Atalanta,
Etrit Berisha,al ALB,GK,28,42,42,3780.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Atalanta,
Bryan Cristante,it ITA,MF,22,47,44,3691.0,41.0,12.0,2.0,14.0,12.0,0.0,1.0,6.0,0.0,10.7,9.8,6.1,15.8,83.0,250.0,208.0,0.29,0.05,0.34,0.29,0.34,0.28,0.16,0.44,0.26,0.41,Matches,2017-2018,Atalanta,
Papu Gómez,ar ARG,"MF,FW",29,44,41,3619.0,40.2,9.0,10.0,19.0,7.0,2.0,5.0,4.0,0.0,14.1,10.8,11.2,22.0,235.0,180.0,387.0,0.22,0.25,0.47,0.17,0.42,0.38,0.3,0.68,0.29,0.59,Matches,2017-2018,Atalanta,
Andrea Masiello,it ITA,DF,31,41,40,3565.0,39.6,5.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,4.7,4.7,0.4,5.1,28.0,185.0,33.0,0.13,0.0,0.13,0.13,0.13,0.13,0.01,0.14,0.13,0.14,Matches,2017-2018,Atalanta,
Marten de Roon,nl NED,MF,26,46,38,3410.0,37.9,3.0,4.0,7.0,2.0,1.0,2.0,11.0,1.0,3.5,1.9,2.1,4.0,35.0,226.0,37.0,0.08,0.11,0.18,0.05,0.16,0.1,0.06,0.16,0.06,0.12,Matches,2017-2018,Atalanta,
Hans Hateboer,nl NED,DF,23,43,36,3278.0,36.4,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,3.1,3.1,2.5,5.6,97.0,149.0,259.0,0.0,0.05,0.05,0.0,0.05,0.09,0.07,0.16,0.09,0.16,Matches,2017-2018,Atalanta,
Rafael Tolói,it ITA,DF,26,39,37,3163.0,35.1,3.0,2.0,5.0,3.0,0.0,0.0,11.0,1.0,2.7,2.7,1.6,4.3,47.0,162.0,28.0,0.09,0.06,0.14,0.09,0.14,0.08,0.05,0.13,0.08,0.13,Matches,2017-2018,Atalanta,
Mattia Caldara,it ITA,DF,23,34,32,2917.0,32.4,3.0,3.0,6.0,3.0,0.0,1.0,7.0,0.0,3.9,3.2,1.1,4.2,13.0,53.0,6.0,0.09,0.09,0.19,0.09,0.19,0.13,0.04,0.16,0.1,0.14,Matches,2017-2018,Atalanta,
José Luis Palomino,ar ARG,DF,27,35,29,2621.0,29.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,0.4,2.1,18.0,97.0,5.0,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.08,0.06,0.08,Matches,2017-2018,Atalanta,
Josip Iličić,si SVN,"MF,FW",29,41,27,2564.0,28.5,15.0,8.0,23.0,12.0,3.0,3.0,5.0,0.0,11.9,9.6,9.6,19.2,125.0,202.0,281.0,0.53,0.28,0.81,0.42,0.7,0.44,0.36,0.8,0.36,0.71,Matches,2017-2018,Atalanta,
Leonardo Spinazzola,it ITA,DF,24,25,24,2133.0,23.7,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,3.5,4.1,116.0,103.0,146.0,0.0,0.21,0.21,0.0,0.21,0.03,0.15,0.18,0.03,0.18,Matches,2017-2018,Atalanta,
Andrea Petagna,it ITA,FW,22,39,28,2125.0,23.6,6.0,7.0,13.0,6.0,0.0,0.0,7.0,0.0,7.2,7.2,6.2,13.5,64.0,65.0,243.0,0.25,0.3,0.55,0.25,0.55,0.31,0.27,0.58,0.31,0.58,Matches,2017-2018,Atalanta,
Timothy Castagne,be BEL,DF,21,26,22,1994.0,22.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,2.2,3.3,40.0,68.0,123.0,0.05,0.05,0.09,0.05,0.09,0.06,0.12,0.17,0.06,0.17,Matches,2017-2018,Atalanta,
Robin Gosens,de GER,DF,23,26,19,1686.0,18.7,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,1.9,3.6,45.0,88.0,107.0,0.11,0.16,0.27,0.11,0.27,0.1,0.11,0.21,0.1,0.21,Matches,2017-2018,Atalanta,
Andreas Cornelius,dk DEN,FW,24,31,11,1199.0,13.3,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,4.1,4.1,2.1,6.2,19.0,24.0,132.0,0.45,0.08,0.53,0.45,0.53,0.38,0.2,0.58,0.38,0.58,Matches,2017-2018,Atalanta,
Jasmin Kurtić,si SVN,MF,28,19,9,852.0,9.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.6,1.6,0.3,1.9,21.0,27.0,49.0,0.21,0.0,0.21,0.21,0.21,0.19,0.04,0.23,0.19,0.23,Matches,2017-2018,Atalanta,
Gianluca Mancini,it ITA,DF,21,13,10,849.0,9.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.9,0.9,0.0,0.9,7.0,27.0,2.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.12,0.12,0.12,Matches,2017-2018,Atalanta,
Pierluigi Gollini,it ITA,GK,22,8,8,712.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Atalanta,
Musa Barrow,gm GAM,FW,18,14,5,462.0,5.1,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.1,2.1,1.2,3.2,13.0,11.0,54.0,0.58,0.19,0.78,0.58,0.78,0.42,0.24,0.66,0.42,0.66,Matches,2017-2018,Atalanta,
Riccardo Orsolini,it ITA,"MF,FW",20,10,1,244.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,9.0,5.0,23.0,0.0,0.37,0.37,0.0,0.37,0.18,0.29,0.47,0.18,0.47,Matches,2017-2018,Atalanta,
Nicolas Haas,ch SUI,MF,21,11,2,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,2017-2018,Atalanta,
Alessandro Bastoni,it ITA,DF,18,5,1,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.14,0.03,0.14,Matches,2017-2018,Atalanta,
Luca Vido,it ITA,"FW,MF",20,4,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Matches,2017-2018,Atalanta,
João Schmidt,br BRA,MF,24,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2017-2018,Atalanta,
Luca Rizzo,it ITA,MF,25,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2017-2018,Atalanta,
Francesco Rossi,it ITA,GK,26,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Atalanta,
Salvatore Elia,it ITA,"DF,FW",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Atalanta,
Dejan Kulusevski,se SWE,"FW,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Atalanta,
Filippo Melegoni,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Atalanta,
Andrea Colpani,it ITA,"FW,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Atalanta,
Thomas Bolis,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Atalanta,
Enrico Del Prato,it ITA,"DF,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Atalanta,
Emmanuel Latte Lath,ci CIV,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Atalanta,
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Bart Verbruggen,nl NED,GK,21,40,40,3660.0,40.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Brighton,
Jan Paul van Hecke,nl NED,DF,24,39,38,3445.0,38.3,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1.3,1.3,1.5,2.8,55.0,228.0,5.0,0.03,0.03,0.05,0.03,0.05,0.04,0.05,0.09,0.04,0.09,Matches,2024-2025,Brighton,
Carlos Baleba,cm CMR,MF,20,40,37,3165.0,35.2,4.0,2.0,6.0,4.0,0.0,0.0,9.0,1.0,3.1,3.1,1.3,4.4,43.0,118.0,29.0,0.11,0.06,0.17,0.11,0.17,0.1,0.05,0.15,0.1,0.15,Matches,2024-2025,Brighton,
Kaoru Mitoma,jp JPN,"FW,MF",27,41,32,2959.0,32.9,11.0,4.0,15.0,11.0,0.0,0.0,1.0,0.0,9.2,9.2,4.6,13.8,146.0,89.0,291.0,0.33,0.12,0.46,0.33,0.46,0.32,0.16,0.48,0.32,0.48,Matches,2024-2025,Brighton,
Pervis Estupiñán,ec ECU,DF,26,36,30,2846.0,31.6,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,2.1,3.3,59.0,132.0,112.0,0.03,0.03,0.06,0.03,0.06,0.04,0.08,0.12,0.04,0.12,Matches,2024-2025,Brighton,
Danny Welbeck,eng ENG,FW,33,36,26,2386.0,26.5,11.0,4.0,15.0,10.0,1.0,1.0,5.0,0.0,9.6,8.8,1.4,10.1,21.0,47.0,95.0,0.41,0.15,0.57,0.38,0.53,0.41,0.06,0.46,0.37,0.43,Matches,2024-2025,Brighton,
Yankuba Minteh,gm GAM,"FW,MF",20,37,25,2267.0,25.2,7.0,5.0,12.0,7.0,0.0,0.0,6.0,0.0,4.1,4.1,5.0,9.1,90.0,48.0,201.0,0.28,0.2,0.48,0.28,0.48,0.2,0.24,0.44,0.2,0.44,Matches,2024-2025,Brighton,
Jack Hinshelwood,eng ENG,"MF,DF",19,31,26,2262.0,25.1,5.0,2.0,7.0,5.0,0.0,0.0,6.0,0.0,2.7,2.7,1.5,4.2,19.0,68.0,54.0,0.2,0.08,0.28,0.2,0.28,0.13,0.07,0.21,0.13,0.21,Matches,2024-2025,Brighton,
Yasin Ayari,se SWE,MF,20,39,25,2261.0,25.1,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,2.4,2.4,2.3,4.8,30.0,75.0,61.0,0.08,0.04,0.12,0.08,0.12,0.11,0.11,0.22,0.11,0.22,Matches,2024-2025,Brighton,
Lewis Dunk,eng ENG,DF,32,27,24,2158.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.5,1.3,20.0,142.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,2024-2025,Brighton,
João Pedro,br BRA,"FW,MF",22,30,24,2133.0,23.7,10.0,7.0,17.0,5.0,5.0,5.0,4.0,1.0,8.9,5.0,5.0,10.0,66.0,78.0,128.0,0.42,0.3,0.72,0.21,0.51,0.41,0.23,0.64,0.23,0.46,Matches,2024-2025,Brighton,
Georginio Rutter,fr FRA,"MF,FW",22,32,23,1945.0,21.6,8.0,4.0,12.0,8.0,0.0,0.0,3.0,0.0,4.6,4.6,2.5,7.1,42.0,67.0,79.0,0.37,0.19,0.56,0.37,0.56,0.25,0.14,0.39,0.25,0.39,Matches,2024-2025,Brighton,
Joël Veltman,nl NED,DF,32,24,21,1887.0,21.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.5,0.9,32.0,85.0,34.0,0.0,0.1,0.1,0.0,0.1,0.02,0.02,0.05,0.02,0.05,Matches,2024-2025,Brighton,
Simon Adingra,ci CIV,"FW,MF",22,33,15,1416.0,15.7,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,4.9,50.0,18.0,136.0,0.32,0.13,0.44,0.32,0.44,0.2,0.2,0.4,0.2,0.4,Matches,2024-2025,Brighton,
Adam Webster,eng ENG,DF,29,20,16,1392.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,8.0,63.0,2.0,0.06,0.06,0.13,0.06,0.13,0.03,0.05,0.08,0.03,0.08,Matches,2024-2025,Brighton,
Igor,br BRA,DF,26,16,13,1231.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0.2,9.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,2024-2025,Brighton,
Tariq Lamptey,gh GHA,DF,23,20,14,1217.0,13.5,3.0,2.0,5.0,3.0,0.0,0.0,2.0,1.0,0.4,0.4,0.8,1.2,32.0,14.0,45.0,0.22,0.15,0.37,0.22,0.37,0.04,0.08,0.12,0.04,0.12,Matches,2024-2025,Brighton,
Mats Wieffer,nl NED,"DF,MF",24,28,11,1174.0,13.0,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,1.6,2.4,18.0,62.0,23.0,0.08,0.23,0.31,0.08,0.31,0.07,0.14,0.21,0.07,0.21,Matches,2024-2025,Brighton,
